ID,Sana,Xizmat_turi,Sektor,Mintaqa,Kredit_ball,Yosh,Tajriba_yil,DSR,Joriy_kreditlar,Oldingi_default,Garov_sifati,Mulk_turi,LTV,Leverage,Foyda_stavkasi,Muddat_oy,Garov_qiymati_UZS,Moliyalash_UZS,Likvidlik,Kapital_ulushi,Sharia_audit,Gharar_darajasi,Maysir_ekspozitsiyasi,Halal_sertifikat,PLS_ulushi,Sharia_maslahatlari,Ijara_sertifikat,Sukuk_daraja,Volatillik,Inflyatsiya,YIM_osish,Valyuta_tebranishi,Sektor_osish,Bank_indeksi,Likvidlik_muhiti,Credit_LTV_ratio,Gharar_maysir,Risk_adj_ret,DSR_LTV,Macro_stress,Prev_default_rate,Sharia_adj_signal,PD,LGD,EAD_UZS,EL_UZS,VaR_95_kunlik,Sharpe_nisbati,Default
TXN-2023-2109,2023-10-16,Murabaha,Qishloq xo'jaligi,Namangan,693,36,1.1,0.642,3,0,5,Ko'chmas mulk,0.6728,7.478,0.218,36,254244571,180317190,0.7314,0.2383,0.7607,0.1938,0.4,1,0.5348,1,0,,0.1301,0.0945,0.0599,0.25,0.0604,1.0061,0.4454,1028.4534,0.5938,1.6632,0.432,0.2846,0.0,0.309,0.0676,0.45,180317190,5482219,-0.0135,0.6764,0
TXN-2023-2110,2023-01-23,Sukuk,Qurilish,Toshkent,585,24,8.9,0.4072,1,0,4,Boshqa,0.398,5.256,0.1316,36,220140134,79492942,0.8329,0.2324,0.739,0.1093,0.0025,1,0.7226,2,0,AAA,0.09,0.0569,0.055,0.25,0.0966,1.2166,0.453,1466.2609,0.1118,1.4454,0.1621,0.2519,0.0,0.6564,0.0177,0.28,79492942,394680,-0.0093,0.0174,0
TXN-2023-2111,2023-11-30,Murabaha,IT,Toshkent,514,59,1.5,0.6177,0,0,5,Ko'chmas mulk,0.3883,0.316,0.161,24,163162834,241145076,0.4812,0.5135,0.7785,0.2802,0.1214,1,0.882,1,0,,0.0801,0.1166,0.0963,0.1831,0.0398,1.116,0.4854,1320.4837,0.4017,1.9861,0.2398,0.2034,0.0,0.4658,0.0875,0.45,241145076,9492083,-0.0083,0.3869,0
TXN-2022-2112,2022-07-01,Murabaha,Qurilish,Namangan,632,33,0.5,0.3627,2,0,2,Sanoat uskunasi,0.4633,2.641,0.1564,24,146201308,294324035,0.64,0.367,0.8848,0.1397,0.1923,1,0.2405,1,0,,0.1086,0.1048,0.0347,0.25,0.096,0.8162,0.8397,1361.0848,0.3321,1.4271,0.1681,0.3201,0.0,0.591,0.0882,0.45,294324035,11683427,-0.0113,0.2427,0
TXN-2021-2113,2021-06-19,Murabaha,IT,Boshqa,607,39,12.5,0.2502,4,1,3,Ko'chmas mulk,0.5461,0.018,0.1416,36,371554487,91322687,0.6207,0.4989,0.88,0.0623,0.0707,1,0.5597,1,0,,0.1493,0.1176,0.0284,0.25,0.0608,1.0171,0.6336,1109.429,0.133,0.942,0.1366,0.3392,0.2499,0.763,0.059,0.45,91322687,2424498,-0.0155,0.0774,0
TXN-2023-2114,2023-05-20,Sukuk,Savdo,Buxoro,654,49,11.7,0.3964,0,1,3,Transport,0.7527,2.507,0.1038,36,390115846,46386949,0.4932,0.1416,0.9717,0.0547,0.089,1,0.3434,1,0,AA,0.0642,0.1271,0.0628,0.2302,0.0656,0.8682,0.5477,867.7076,0.1437,1.5904,0.2984,0.2945,1000.0,0.832,0.0183,0.28,46386949,237419,-0.0067,-0.4082,0
TXN-2021-2115,2021-06-11,Ijara,Ishlab chiqarish,Boshqa,614,31,3.1,0.213,1,0,4,Sanoat uskunasi,0.8512,1.561,0.1172,84,492943535,163592017,0.6942,0.2963,0.817,0.325,0.018,1,0.4046,3,1,,0.0784,0.0553,0.0422,0.25,0.0682,1.0536,0.3257,720.4622,0.343,1.4746,0.1813,0.263,0.0,0.5368,0.046,0.35,163592017,2632898,-0.0081,-0.1638,0
TXN-2023-2116,2023-06-01,Murabaha,Savdo,Toshkent,474,27,7.3,0.3735,1,0,5,Sanoat uskunasi,0.2332,1.689,0.1482,84,327210749,240991037,0.5226,0.3107,0.8942,0.1175,0.06,1,0.6316,0,0,,0.1477,0.1075,0.0314,0.0499,0.0988,1.1013,0.6836,2023.8936,0.1775,0.9968,0.0871,0.126,0.0,0.7355,0.0509,0.45,240991037,5524429,-0.0153,0.1231,0
TXN-2024-2117,2024-05-18,Musharaka,Ishlab chiqarish,Namangan,611,40,4.9,0.2765,1,0,5,Tovar,0.3778,2.217,0.0821,48,245806117,178898061,0.6286,0.247,0.7069,0.4899,0.2466,1,0.5052,3,0,,0.2792,0.0894,0.0785,0.101,0.1161,1.0116,0.7431,1612.9248,0.7365,0.293,0.1045,0.1118,0.0,0.1863,0.1243,0.6,178898061,13344085,-0.0289,-0.1716,0
TXN-2022-2118,2022-01-05,Musharaka,Ishlab chiqarish,Namangan,619,21,11.5,0.4614,3,0,1,Sanoat uskunasi,0.8893,3.393,0.0501,72,269874369,333830378,0.3947,0.3532,0.6864,0.2372,0.0638,1,0.3317,3,0,,0.2875,0.1369,0.0511,0.25,0.0625,1.164,0.6336,695.2346,0.3009,0.1737,0.4103,0.3358,0.0,0.4798,0.6671,0.6,333830378,133621272,-0.0298,-0.2779,0
TXN-2024-2119,2024-01-23,Murabaha,Qurilish,Andijon,698,35,2.3,0.1608,3,1,3,Ko'chmas mulk,0.665,3.268,0.11,60,443410204,44762785,0.6872,0.2431,0.8963,0.3189,0.1393,1,0.2925,6,0,,0.1551,0.0989,0.0593,0.25,0.02,1.0985,0.3679,1048.0575,0.4582,0.7046,0.1069,0.2896,0.3332,0.4856,0.0385,0.45,44762785,775244,-0.0161,-0.1292,0
TXN-2022-2120,2022-08-25,Sukuk,Ishlab chiqarish,Boshqa,585,40,4.4,0.4143,2,0,1,Moliyaviy aktiv,0.8201,0.114,0.1258,36,87836694,72949669,0.6901,0.6,0.8329,0.1603,0.1539,0,0.6283,4,0,AAA,0.0698,0.0969,0.0605,0.2334,0.0663,0.8245,0.5306,712.4992,0.3142,1.7761,0.3397,0.2697,0.0,0.5712,0.0713,0.28,72949669,1456130,-0.0072,-0.06,0
TXN-2022-2121,2022-10-20,Ijara,Savdo,Buxoro,787,35,4.0,0.6212,0,0,1,Tovar,0.7666,3.334,0.1378,48,319378614,173326107,0.3994,0.41,0.925,0.2766,0.0734,1,0.7315,2,1,,0.0941,0.0964,0.0629,0.25,0.0797,1.08,0.2295,1025.2522,0.3501,1.4498,0.4762,0.2835,0.0,0.6012,0.0911,0.35,173326107,5529256,-0.0097,0.083,0
TXN-2021-2122,2021-07-30,Musharaka,Qurilish,Samarqand,482,22,2.6,0.48,0,0,2,Ko'chmas mulk,0.7334,4.427,0.2308,24,172957239,49889242,0.788,0.5934,0.8042,0.1043,0.0848,1,0.6258,3,0,,0.2014,0.14,0.072,0.0464,0.0473,0.9639,0.5738,656.3078,0.1891,1.1404,0.352,0.1144,0.0,0.6521,0.5687,0.6,49889242,17022370,-0.0209,0.5004,1
TXN-2021-2123,2021-06-13,Sukuk,Savdo,Samarqand,756,53,13.3,0.6552,1,1,3,Tovar,0.4343,0.177,0.1024,48,306644539,87313531,0.5786,0.6,0.9724,0.3605,0.0408,1,0.3293,2,0,AA,0.0643,0.1055,0.0636,0.25,0.0656,1.0795,0.5909,1736.7749,0.4013,1.5687,0.2845,0.2919,0.999,0.5822,0.0081,0.28,87313531,197082,-0.0067,-0.4297,0
TXN-2022-2124,2022-11-03,Murabaha,Savdo,Toshkent,625,39,1.1,0.5421,3,0,3,Boshqa,0.506,0.975,0.1886,12,131849736,102621661,0.5692,0.5077,0.7212,0.3704,0.0552,1,0.4082,1,0,,0.1475,0.1107,0.0423,0.25,0.1032,1.0727,0.5251,1232.7311,0.4256,1.2702,0.2743,0.3185,0.0,0.4143,0.1145,0.45,102621661,5285378,-0.0153,0.3973,0
TXN-2024-2125,2024-09-15,Sukuk,Savdo,Namangan,718,52,1.0,0.665,1,0,3,Sanoat uskunasi,0.6787,3.926,0.1333,60,407499766,302359856,0.791,0.1698,0.7629,0.0511,0.2453,1,0.545,3,0,A,0.0754,0.1302,0.068,0.25,0.0218,0.9163,0.4989,1056.3086,0.2964,1.7455,0.4513,0.3122,0.0,0.5368,0.0291,0.28,302359856,2465565,-0.0078,0.0439,0
TXN-2022-2126,2022-08-29,Ijara,Ishlab chiqarish,Buxoro,651,35,5.2,0.7542,2,1,3,Ko'chmas mulk,0.5138,1.699,0.1558,48,348118558,370354142,0.6241,0.6,0.9233,0.2765,0.2432,1,0.5252,5,1,,0.1107,0.1085,0.0333,0.25,0.04,0.9112,0.7043,1264.5818,0.5197,1.3947,0.3875,0.3252,0.4998,0.4435,0.1129,0.35,370354142,14640750,-0.0115,0.2333,0
TXN-2022-2127,2022-09-20,Musharaka,Savdo,Toshkent,741,29,6.4,0.2688,0,0,4,Sanoat uskunasi,0.5882,2.968,0.1391,12,160254482,246323663,0.6351,0.3065,0.45,0.3199,0.1321,1,0.6837,0,0,,0.2783,0.1037,0.0467,0.25,0.0911,1.0385,0.7859,1257.7381,0.452,0.498,0.1581,0.307,0.0,0.2466,0.2382,0.6,246323663,35201445,-0.0288,0.0327,0
TXN-2023-2128,2023-07-03,Murabaha,Ishlab chiqarish,Samarqand,612,40,1.3,0.3114,1,0,2,Ko'chmas mulk,0.2356,1.744,0.1422,72,184889606,551236471,0.7604,0.2394,0.8463,0.1684,0.2368,1,0.6002,5,0,,0.0974,0.121,0.0671,0.238,0.1112,0.942,0.4772,2586.5675,0.4052,1.4451,0.0734,0.292,0.0,0.5033,0.0558,0.45,551236471,13837353,-0.0101,0.1252,0
TXN-2024-2129,2024-05-19,Sukuk,Qishloq xo'jaligi,Namangan,551,35,3.0,0.5836,2,0,2,Sanoat uskunasi,0.5201,9.567,0.0884,72,174968106,395295680,0.5677,0.3691,0.5411,0.3352,0.0717,1,0.3257,2,0,AA,0.0801,0.1059,0.0598,0.25,0.1012,0.9285,0.5455,1057.31,0.4069,1.0907,0.3036,0.2962,0.0,0.3209,0.14,0.28,395295680,15495513,-0.0083,-0.5192,0
TXN-2023-2130,2023-05-23,Musharaka,Qishloq xo'jaligi,Toshkent,765,26,17.6,0.2694,1,1,4,Transport,0.4008,6.88,0.2685,60,253239943,258012902,0.6104,0.2548,0.9194,0.009,0.0256,1,0.2039,5,0,,0.1515,0.1155,0.0488,0.25,0.0464,1.0185,0.7384,1903.7863,0.0346,1.7608,0.108,0.3168,0.999,0.8876,0.0299,0.6,258012902,4626317,-0.0157,0.9142,0
TXN-2021-2131,2021-12-08,Murabaha,Xizmat,Andijon,635,52,1.7,0.4102,2,1,4,Moliyaviy aktiv,0.3476,0.825,0.1849,60,827047606,252647112,0.6105,0.6,0.6902,0.2213,0.0698,1,0.3733,4,0,,0.1221,0.0608,0.0439,0.25,0.0391,0.9914,0.2,1821.4623,0.2911,1.5016,0.1426,0.2669,0.4998,0.4893,0.0293,0.45,252647112,3326576,-0.0127,0.4495,0
TXN-2024-2132,2024-11-13,Murabaha,Qurilish,Buxoro,663,31,6.6,0.5701,2,0,2,Sanoat uskunasi,0.52,1.219,0.1583,48,82218474,98447934,0.7787,0.4099,0.8144,0.0998,0.0413,1,0.4351,4,0,,0.1132,0.14,0.0586,0.2357,0.0546,0.9972,0.5109,1272.539,0.1412,1.3857,0.2965,0.3171,0.0,0.6994,0.0733,0.45,98447934,3245758,-0.0117,0.2498,0
TXN-2023-2133,2023-06-29,Musharaka,Ishlab chiqarish,Toshkent,749,21,8.1,0.688,2,0,5,Ko'chmas mulk,0.5623,1.411,0.2213,36,297499405,55902689,0.3831,0.3031,0.7999,0.0449,0.4,1,0.3874,3,0,,0.1515,0.0841,0.0411,0.1249,0.0844,0.9288,0.9034,1329.7282,0.4449,1.4512,0.3868,0.1679,0.0,0.444,0.0645,0.6,55902689,2162083,-0.0157,0.6028,0
TXN-2022-2134,2022-12-21,Musharaka,Xizmat,Samarqand,557,51,3.6,0.3818,0,0,3,Sanoat uskunasi,0.5113,0.275,0.1975,24,316862530,90036273,0.7543,0.2736,0.8936,0.2328,0.0501,1,0.5442,2,0,,0.2435,0.0853,0.0958,0.2263,0.0422,1.0578,0.8237,1087.2276,0.2829,0.8078,0.1952,0.2158,0.0,0.6408,0.2238,0.6,90036273,12091146,-0.0252,0.2772,0
TXN-2023-2135,2023-07-05,Ijara,Ishlab chiqarish,Samarqand,695,32,16.6,0.5479,3,0,3,Ko'chmas mulk,0.3325,1.294,0.092,24,177936482,267496056,0.2001,0.1537,0.6501,0.3291,0.1786,1,0.2892,0,1,,0.1459,0.0837,0.0696,0.25,0.0865,1.0057,0.6055,2084.1014,0.5077,0.6265,0.1822,0.2641,0.0,0.32,0.0559,0.35,267496056,5232767,-0.0151,-0.2604,0
TXN-2021-2136,2021-03-28,Sukuk,Ishlab chiqarish,Samarqand,594,31,8.0,0.6058,1,0,3,Ko'chmas mulk,0.7609,3.727,0.1268,36,89644957,119187685,0.4149,0.3156,0.8697,0.482,0.0748,1,0.7527,3,0,A,0.0906,0.0712,0.0617,0.07,0.0908,1.1949,0.3961,779.6155,0.5568,1.3843,0.461,0.0795,0.0,0.3855,0.062,0.28,119187685,2067505,-0.0094,-0.0353,0
TXN-2022-2137,2022-12-24,Murabaha,Qurilish,Toshkent,633,21,3.7,0.4322,1,0,3,Transport,0.6527,4.692,0.2207,36,216889160,227657612,0.6725,0.3845,0.5347,0.2224,0.1802,1,0.3165,3,0,,0.105,0.1258,0.0698,0.25,0.0895,0.9971,0.5492,968.3811,0.4026,2.0816,0.2821,0.306,0.0,0.3194,0.126,0.45,227657612,12912211,-0.0109,0.8635,1
TXN-2024-2138,2024-06-13,Ijara,Xizmat,Namangan,651,55,5.1,0.595,3,0,4,Ko'chmas mulk,0.7511,5.432,0.1352,48,117855588,41268385,0.675,0.2819,0.8808,0.3033,0.141,1,0.5755,6,1,,0.0876,0.0948,0.0675,0.2128,0.0589,0.9642,0.4643,865.5474,0.4443,1.5261,0.4469,0.2401,0.0,0.4894,0.0506,0.35,41268385,730655,-0.0091,0.0589,0
TXN-2023-2139,2023-06-10,Murabaha,Qishloq xo'jaligi,Toshkent,517,25,7.1,0.2962,3,1,3,Boshqa,0.5466,0.037,0.1352,24,341677288,214448492,0.5113,0.4121,0.6867,0.1577,0.0818,1,0.273,5,0,,0.1178,0.0695,0.0671,0.25,0.0684,0.9565,0.3866,944.1681,0.2395,1.1378,0.1619,0.2523,0.3332,0.5222,0.1201,0.45,214448492,11593097,-0.0122,0.044,0
TXN-2022-2140,2022-07-17,Sukuk,Qishloq xo'jaligi,Boshqa,578,38,5.4,0.2449,1,0,3,Transport,0.6797,3.887,0.0818,24,106784770,81554202,0.4355,0.3467,0.5765,0.3962,0.1574,1,0.431,4,0,BBB,0.0871,0.084,0.0485,0.25,0.0641,1.0348,0.3754,849.1041,0.5536,0.9287,0.1665,0.2855,0.0,0.2574,0.0664,0.28,81554202,1515295,-0.009,-0.5529,0
TXN-2024-2141,2024-08-02,Ijara,Qurilish,Toshkent,759,47,12.7,0.3576,1,0,5,Tovar,0.8029,1.746,0.1123,48,237450148,89116977,0.5423,0.3506,0.9063,0.0544,0.0605,1,0.5595,5,0,,0.0815,0.0836,0.0476,0.1956,0.031,1.1593,0.5102,944.1337,0.1149,1.3613,0.2871,0.2316,0.0,0.8022,0.0142,0.35,89116977,444053,-0.0084,-0.2173,0
TXN-2021-2142,2021-04-28,Musharaka,Savdo,Namangan,720,42,2.6,0.4321,1,0,3,Ko'chmas mulk,0.6838,0.577,0.1035,12,154085924,476419230,0.2943,0.2938,0.6292,0.2246,0.0666,1,0.4064,1,0,,0.2197,0.1265,0.0424,0.25,0.0712,1.0295,0.2352,1051.328,0.2912,0.4691,0.2955,0.334,0.0,0.446,0.2663,0.6,476419230,76116342,-0.0228,-0.1206,0
TXN-2021-2143,2021-06-03,Ijara,Ishlab chiqarish,Namangan,639,37,2.1,0.457,1,0,4,Tovar,0.6045,1.727,0.0926,24,478273079,669045879,0.5377,0.245,0.9222,0.203,0.0728,1,0.1731,3,1,,0.0934,0.0712,0.0698,0.25,0.0381,1.0231,0.3655,1055.3992,0.2758,0.9804,0.2762,0.2514,0.0,0.6679,0.0328,0.35,669045879,7677399,-0.0097,-0.4009,0
TXN-2024-2144,2024-10-06,Murabaha,Qishloq xo'jaligi,Toshkent,665,21,1.4,0.3446,2,0,3,Sanoat uskunasi,0.7432,4.649,0.1333,36,627590063,69985361,0.7853,0.4138,0.9364,0.3682,0.1181,1,0.3091,5,0,,0.0791,0.09,0.0613,0.25,0.0687,1.0433,0.4706,893.5983,0.4863,1.6635,0.2561,0.2787,0.0,0.481,0.1068,0.45,69985361,3364315,-0.0082,0.0417,0
TXN-2024-2145,2024-07-29,Musharaka,Qurilish,Samarqand,619,29,0.5,0.4671,2,0,3,Transport,0.6813,1.424,0.199,24,197266293,126277448,0.758,0.6,0.7191,0.3394,0.0772,1,0.5248,4,0,,0.2649,0.117,0.037,0.25,0.0423,0.8936,0.4773,907.2735,0.4166,0.7485,0.3182,0.33,0.0,0.4195,0.3854,0.6,126277448,29199076,-0.0274,0.2604,0
TXN-2023-2146,2023-04-12,Ijara,Xizmat,Toshkent,760,39,0.5,0.7617,4,0,3,Boshqa,0.5895,11.631,0.0757,84,130236032,136084161,0.5608,0.2083,0.7658,0.1064,0.3206,1,0.1227,2,1,,0.1045,0.0722,0.068,0.1504,0.0302,1.0689,0.4373,1287.104,0.427,0.7176,0.449,0.1546,0.0,0.4388,0.0556,0.35,136084161,2647022,-0.0108,-0.519,1
TXN-2023-2147,2023-01-15,Musharaka,Qurilish,Andijon,627,30,12.2,0.3958,1,1,4,Transport,0.4172,2.397,0.1915,48,667486178,248648213,0.8144,0.563,0.8022,0.0717,0.066,1,0.4371,0,0,,0.2134,0.074,0.0574,0.25,0.0352,0.9478,0.5667,1499.2458,0.1377,0.8936,0.1651,0.2666,0.999,0.6917,0.0692,0.6,248648213,10321306,-0.0221,0.2884,0
TXN-2023-2148,2023-11-17,Murabaha,Qishloq xo'jaligi,Toshkent,664,40,6.8,0.4418,4,0,4,Sanoat uskunasi,0.4555,1.682,0.2033,36,225469387,106785837,0.8657,0.398,0.7543,0.3757,0.3382,1,0.6735,1,0,,0.1043,0.14,0.0191,0.25,0.0867,0.9589,0.7018,1454.3937,0.7139,1.9311,0.2013,0.3709,0.0,0.2158,0.0569,0.45,106785837,2735362,-0.0108,0.7028,0
TXN-2024-2149,2024-10-23,Musharaka,Qishloq xo'jaligi,Toshkent,742,44,6.5,0.4021,3,0,1,Ko'chmas mulk,0.1497,0.874,0.2061,24,295447808,84462873,0.6156,0.4035,0.45,0.2344,0.0505,1,0.3958,2,0,,0.1936,0.091,0.0665,0.25,0.0355,1.1139,0.5687,4923.9134,0.2849,1.0592,0.0602,0.2744,0.0,0.3218,0.2897,0.6,84462873,14682987,-0.0201,0.3932,0
TXN-2021-2150,2021-11-24,Ijara,Qishloq xo'jaligi,Toshkent,578,47,5.7,0.7511,0,0,2,Ko'chmas mulk,0.95,0.028,0.1349,36,227516538,182212617,0.9213,0.4836,0.8537,0.0433,0.1649,0,0.2266,1,1,,0.1035,0.14,0.042,0.1221,0.0768,1.0161,0.5731,607.7813,0.2083,1.291,0.7136,0.2201,0.0,0.6759,0.1983,0.35,182212617,12645582,-0.0107,0.047,0
TXN-2021-2151,2021-03-05,Murabaha,Ishlab chiqarish,Toshkent,777,25,11.4,0.2768,1,0,5,Moliyaviy aktiv,0.4559,2.358,0.1562,48,216292634,157067918,0.3986,0.3412,0.7961,0.0934,0.1858,1,0.282,4,0,,0.0968,0.0899,0.0607,0.25,0.0517,1.1575,0.6808,1700.6669,0.2793,1.5971,0.1262,0.2791,0.0,0.5738,0.0129,0.45,157067918,908652,-0.01,0.2709,0
TXN-2021-2152,2021-10-20,Murabaha,Qishloq xo'jaligi,Samarqand,514,59,3.9,0.6076,2,0,5,Tovar,0.6966,2.154,0.076,84,182051831,272422657,0.9028,0.1594,0.8586,0.2757,0.0836,1,0.4945,6,0,,0.1307,0.1033,0.087,0.25,0.0579,0.8239,0.7414,736.8338,0.3594,0.577,0.4232,0.2663,0.0,0.55,0.0752,0.45,272422657,9219285,-0.0135,-0.4133,0
TXN-2024-2153,2024-05-29,Ijara,Qishloq xo'jaligi,Toshkent,783,45,12.3,0.2868,4,0,4,Transport,0.6979,1.818,0.0746,36,78774986,92048245,0.6485,0.0951,0.8462,0.1597,0.0955,1,0.5472,2,1,,0.1173,0.14,0.03,0.25,0.0787,1.004,0.5992,1120.2703,0.2551,0.631,0.2002,0.36,0.0,0.6303,0.0198,0.35,92048245,637425,-0.0122,-0.4719,0
TXN-2024-2154,2024-10-20,Ijara,Qishloq xo'jaligi,Andijon,613,37,2.7,0.3096,4,1,4,Moliyaviy aktiv,0.8606,1.929,0.1379,48,706622190,128587785,0.6273,0.3265,0.8745,0.0803,0.0495,0,0.3002,2,1,,0.1044,0.0857,0.0681,0.1149,0.1021,1.058,0.4491,711.4599,0.1299,1.309,0.2664,0.1325,0.2499,0.7609,0.0262,0.35,128587785,1179663,-0.0108,0.0761,0
TXN-2023-2155,2023-06-17,Murabaha,Xizmat,Buxoro,624,48,15.7,0.25,0,1,5,Transport,0.3339,4.637,0.1684,24,275554510,255706810,0.2331,0.2625,0.6763,0.0455,0.1076,0,0.6921,0,0,,0.1089,0.0761,0.0419,0.2209,0.0499,1.0106,0.67,1863.5156,0.153,1.5322,0.0835,0.2551,1000.0,0.5728,0.0245,0.45,255706810,2814133,-0.0113,0.3526,0
TXN-2021-2156,2021-03-13,Murabaha,Qurilish,Samarqand,484,61,7.2,0.4746,3,1,2,Sanoat uskunasi,0.4796,0.953,0.1818,48,233013798,142230194,0.7918,0.3149,0.9022,0.1087,0.3156,1,0.5688,3,0,,0.1108,0.093,0.0474,0.25,0.0877,1.1392,0.6217,1007.0256,0.4243,1.6257,0.2276,0.2956,0.3332,0.5194,0.1237,0.45,142230194,7918235,-0.0115,0.4673,0
TXN-2021-2157,2021-09-16,Murabaha,IT,Toshkent,606,23,1.8,0.4785,2,1,4,Transport,0.6266,1.998,0.194,24,427040231,45819477,0.6486,0.2505,0.6696,0.4047,0.3005,1,0.626,4,0,,0.0987,0.114,0.0178,0.2081,0.0785,0.9399,0.5585,965.5162,0.7052,1.9462,0.2998,0.3043,0.4998,0.1974,0.1427,0.45,45819477,2942575,-0.0102,0.6485,0
TXN-2021-2158,2021-05-18,Murabaha,Xizmat,Toshkent,556,35,5.0,0.3912,2,0,4,Sanoat uskunasi,0.5443,2.848,0.1193,24,174915246,462870769,0.6,0.1553,0.8739,0.234,0.0836,1,0.166,1,0,,0.1243,0.1086,0.0658,0.25,0.0507,1.0602,0.5393,1019.5295,0.3176,0.9525,0.213,0.2928,0.0,0.5964,0.0443,0.45,462870769,9228648,-0.0129,-0.0858,0
TXN-2022-2159,2022-04-29,Musharaka,Qishloq xo'jaligi,Toshkent,593,21,4.6,0.5313,2,0,4,Ko'chmas mulk,0.3577,0.589,0.2382,36,305458177,139905811,0.4309,0.2688,0.7818,0.3738,0.0639,1,0.6168,2,0,,0.2132,0.1073,0.0426,0.25,0.0542,1.1217,0.4899,1652.9795,0.4377,1.1122,0.1901,0.3148,0.0,0.4396,0.2492,0.6,139905811,20919619,-0.0221,0.5077,0
TXN-2024-2160,2024-08-14,Ijara,Ishlab chiqarish,Buxoro,633,39,0.9,0.314,2,0,1,Transport,0.6506,6.47,0.1487,24,154198919,141663972,0.288,0.36,0.7457,0.1626,0.0155,1,0.5611,3,1,,0.125,0.0967,0.0585,0.25,0.1079,0.9616,0.7147,971.5128,0.1781,1.1799,0.2043,0.2882,0.0,0.6128,0.1191,0.35,141663972,5902966,-0.013,0.1496,0
TXN-2023-2161,2023-01-21,Ijara,Savdo,Samarqand,726,41,5.4,0.4611,2,2,4,Boshqa,0.8152,3.34,0.1661,48,198937850,870505219,0.5321,0.4567,0.6558,0.2996,0.0455,1,0.6493,2,1,,0.0712,0.14,0.0689,0.25,0.0452,0.8596,0.5269,889.5204,0.3451,2.3018,0.3759,0.3211,0.9995,0.4295,0.0492,0.35,870505219,14997159,-0.0074,0.507,0
TXN-2023-2162,2023-01-12,Musharaka,Qishloq xo'jaligi,Buxoro,662,37,2.3,0.6578,1,0,4,Ko'chmas mulk,0.3419,0.137,0.2762,72,347460244,651237872,0.6416,0.3281,0.7486,0.0876,0.1156,1,0.5298,1,0,,0.2203,0.133,0.0851,0.25,0.0569,1.0061,0.4012,1930.586,0.2032,1.248,0.2249,0.2979,0.0,0.5965,0.1067,0.6,651237872,41709372,-0.0228,0.6635,0
TXN-2023-2163,2023-02-24,Murabaha,Xizmat,Samarqand,671,31,0.5,0.3651,1,0,5,Ko'chmas mulk,0.8131,5.008,0.1244,36,288568592,288583550,0.9439,0.3979,0.8763,0.1758,0.0688,1,0.6248,2,0,,0.1025,0.0852,0.0829,0.25,0.0352,1.022,0.7409,824.2357,0.2446,1.2023,0.2969,0.2523,0.0,0.6619,0.0243,0.45,288583550,3149851,-0.0106,-0.0545,0
TXN-2024-2164,2024-03-07,Ijara,Qurilish,Samarqand,551,21,17.8,0.3785,2,0,4,Ko'chmas mulk,0.7478,6.644,0.1176,36,201213970,69382748,0.5295,0.349,0.7303,0.352,0.1966,1,0.2215,3,1,,0.1023,0.109,0.0351,0.25,0.033,1.172,0.377,735.8828,0.5486,1.1388,0.2831,0.3239,0.0,0.3297,0.0913,0.35,69382748,2216599,-0.0106,-0.1211,0
TXN-2021-2165,2021-03-08,Musharaka,Savdo,Andijon,570,41,6.2,0.5268,0,0,5,Ko'chmas mulk,0.5752,3.946,0.1925,24,379386184,388638756,0.7202,0.5774,0.8769,0.1408,0.0161,1,0.186,2,0,,0.2044,0.1086,0.0612,0.25,0.0396,1.1342,0.3342,989.2083,0.1569,0.937,0.303,0.2974,0.0,0.7393,0.1268,0.6,388638756,29560567,-0.0212,0.3056,0
TXN-2024-2166,2024-05-24,Sukuk,Qishloq xo'jaligi,Buxoro,797,52,12.6,0.618,2,0,5,Transport,0.8061,1.389,0.0793,36,153494039,42944070,0.6799,0.5182,0.742,0.2784,0.1026,1,0.3505,6,0,BBB,0.0874,0.0881,0.1,0.25,0.1065,1.0682,0.2109,987.4866,0.3809,0.8977,0.4981,0.2381,0.0,0.4593,0.015,0.28,42944070,180426,-0.0091,-0.58,0
TXN-2021-2167,2021-11-11,Musharaka,Ishlab chiqarish,Andijon,582,32,6.8,0.4892,4,0,3,Ko'chmas mulk,0.5791,12.0,0.2465,48,141380485,163229341,0.4987,0.2205,0.7393,0.1922,0.3349,1,0.5449,0,0,,0.2571,0.1346,0.0646,0.2335,0.0842,0.9969,0.7961,1003.1947,0.5272,0.9549,0.2833,0.3035,0.0,0.3496,0.4557,0.6,163229341,44625585,-0.0266,0.453,0
TXN-2024-2168,2024-10-22,Murabaha,IT,Andijon,785,42,2.6,0.4145,1,0,2,Transport,0.7981,0.332,0.1315,36,186496545,107231966,0.7508,0.2863,0.7315,0.0397,0.2867,0,0.4665,1,0,,0.1274,0.1276,0.0632,0.25,0.1073,0.8983,0.5979,982.3609,0.3264,1.024,0.3308,0.3144,0.0,0.4928,0.0516,0.45,107231966,2491759,-0.0132,0.0119,0
TXN-2023-2169,2023-07-11,Ijara,Savdo,Toshkent,624,22,4.3,0.3299,2,0,4,Sanoat uskunasi,0.3803,1.923,0.1551,48,213096169,90819118,0.8748,0.1138,0.7324,0.1616,0.0881,1,0.3918,4,1,,0.0641,0.111,0.0658,0.1022,0.0401,1.0345,0.6194,1636.6743,0.2497,2.3838,0.1255,0.1474,0.0,0.5495,0.0212,0.35,90819118,673130,-0.0066,0.3914,0
