xizmat_turi,mintaqa,sektor,kredit_ball,yosh,tajriba,oldingi_kreditlar,oldingi_defaultlar,moliyalash_miqdori,muddat_oy,foyda_stavkasi,ltv_nisbati,qarz_xizmat_nisbati,likvidlik,leverage,garov_sifati,sharia_audit,gharar_darajasi,maysir_ekspozitsiya,halal_sertifikat,bozor_volatilligi,yim_osishi,inflyatsiya,valyuta_tebranishi,neft_narxi,bank_indeksi,pd_qiymati,ead,lgd,kutilgan_zarar,default_holati,risk_darajasi,risk_kodi,xizmat_enc,mintaqa_enc,sektor_enc
Sukuk,Farg'ona,Savdo,631,63,18,2,0,20501,120,0.0733,0.9355,0.3538,0.6865,0.1559,3,0.6823,0.1716,0.0855,1,0.0742,0.0428,0.1054,0.0566,-0.043,0.0972,0.1681,28015,0.3297,1553,0,O'rta,1,3,1,4
Murabaha,Samarqand,Qurilish,621,43,4,3,1,166647,12,0.167,0.5448,0.1126,0.9206,0.6939,4,0.8556,0.1551,0.0463,0,0.0429,0.0563,0.1465,0.0673,-0.0057,-0.0252,0.1052,180563,0.5211,9898,0,O'rta,1,1,4,3
Murabaha,Qashqadaryo,Eksport,775,47,21,3,1,111079,12,0.1707,0.3839,0.462,0.7337,0.3292,2,0.8521,0.332,0.1003,1,0.0842,0.0485,0.0829,0.0531,0.0601,0.0456,0.2686,120560,0.5467,17702,0,Yuqori,2,1,3,0
Musharaka,Qashqadaryo,Xizmat,838,61,1,2,0,568656,36,0.2189,0.7466,0.3366,0.7693,0.3321,3,0.9037,0.142,0.0954,1,0.2267,0.0642,0.1371,0.0144,0.0122,-0.0651,0.2042,755359,0.6368,98236,0,O'rta,1,2,3,5
Musharaka,Buxoro,Xizmat,809,33,22,1,0,45240,84,0.1419,0.6327,0.257,0.5633,0.1093,5,0.7786,0.0556,0.1657,1,0.2475,0.059,0.1155,0.0653,0.0014,0.1074,0.0813,67716,0.5956,3279,0,Past,0,2,0,5
Musharaka,Buxoro,Savdo,633,32,13,2,1,15038,84,0.1617,0.6442,0.5198,0.7822,0.2749,3,0.7167,0.0486,0.0535,1,0.2281,0.0649,0.0898,0.0482,-0.1553,0.0243,0.6728,23550,0.6979,11058,1,Juda Yuqori,3,2,0,4
Sukuk,Farg'ona,Eksport,720,55,19,3,1,15337,84,0.0774,0.6491,0.3834,0.827,0.492,3,0.7638,0.1303,0.3059,1,0.0583,0.0548,0.1267,0.0491,0.0093,-0.0045,0.2799,19494,0.3656,1995,0,Yuqori,2,3,1,0
Murabaha,Samarqand,Savdo,755,35,18,4,1,27246,60,0.1353,0.7915,0.4561,0.8926,0.689,2,0.6521,0.0893,0.0968,1,0.1054,0.0616,0.1447,0.0108,0.1169,0.068,0.6084,36464,0.3571,7923,1,Juda Yuqori,3,1,4,4
Murabaha,Namangan,Ishlab chiqarish,525,22,19,2,0,63198,12,0.1581,0.4553,0.7022,0.7011,0.6412,4,0.7356,0.1384,0.2413,1,0.092,0.0373,0.0716,0.0021,-0.1321,0.1313,0.5201,68194,0.4299,15248,1,Juda Yuqori,3,1,2,1
Murabaha,Toshkent,Ishlab chiqarish,637,39,2,5,0,60597,6,0.0781,0.3491,0.1268,0.9384,0.4398,4,0.7239,0.0705,0.1785,1,0.1214,0.0526,0.1111,0.028,-0.2025,0.0557,0.0333,61780,0.3981,819,0,Past,0,1,5,1
Sukuk,Toshkent,Savdo,680,47,19,2,0,217074,36,0.0501,0.6655,0.418,0.8908,0.7079,3,0.8533,0.1538,0.181,0,0.1268,0.0564,0.1016,0.1081,-0.2096,0.0964,0.3328,233400,0.2616,20319,1,Yuqori,2,3,5,4
Ijara,Samarqand,Qurilish,565,50,19,2,0,91805,60,0.1267,0.4949,0.1505,0.7775,0.6598,2,0.7683,0.0458,0.3018,1,0.0809,0.0467,0.1378,0.0743,0.0158,0.1148,0.2332,120883,0.3501,9871,0,O'rta,1,0,4,3
Murabaha,Qashqadaryo,Qurilish,477,48,10,3,0,112012,6,0.1245,0.6631,0.4329,0.6404,0.1901,3,0.7363,0.2417,0.0883,1,0.1,0.07,0.1011,0.1055,0.1189,-0.0508,0.5639,115499,0.3537,23035,1,Juda Yuqori,3,1,3,3
Ijara,Buxoro,Eksport,602,32,9,7,1,57587,84,0.1077,0.7105,0.255,0.613,0.6219,4,0.8643,0.1472,0.0675,0,0.082,0.0553,0.1168,0.0054,0.0372,0.0038,0.4705,79302,0.33,12311,1,Juda Yuqori,3,0,0,0
Sukuk,Buxoro,Qurilish,622,46,1,3,0,381081,60,0.0761,0.3803,0.1819,0.8172,0.1066,3,0.7962,0.3572,0.0956,1,0.1047,0.0598,0.0716,0.0561,0.0884,0.102,0.0335,453589,0.2937,4464,0,Past,0,3,0,3
Ijara,Buxoro,Qurilish,697,63,2,5,0,31950,24,0.1249,0.4789,0.3462,0.5986,0.3084,3,0.6238,0.2251,0.3616,1,0.1156,0.0446,0.0713,0.0569,-0.0624,-0.023,0.2878,35941,0.3831,3963,0,Yuqori,2,0,0,3
Sukuk,Toshkent,Savdo,551,63,7,1,0,67094,120,0.0948,0.5865,0.5534,0.5216,0.7718,4,0.7914,0.1144,0.0624,1,0.0875,0.0581,0.0844,0.0201,0.3417,-0.04,0.4466,98893,0.215,9498,0,Yuqori,2,3,5,4
Murabaha,Qashqadaryo,Savdo,747,32,11,5,0,9348,6,0.177,0.3772,0.622,0.749,0.1532,3,0.9083,0.0343,0.1442,1,0.1057,0.0599,0.1219,0.0111,0.2008,0.0605,0.0552,9762,0.3915,211,0,Past,0,1,3,4
Ijara,Farg'ona,Savdo,631,40,15,4,0,46214,60,0.0742,0.4387,0.2644,0.8964,0.4008,3,0.8505,0.3114,0.3155,1,0.1093,0.0676,0.1142,0.0529,0.054,-0.0524,0.1814,54790,0.2734,2716,0,O'rta,1,0,1,4
Musharaka,Buxoro,Qurilish,593,61,17,1,0,68120,36,0.3115,0.8434,0.1155,0.659,0.1208,2,0.8582,0.2828,0.0994,1,0.2457,0.0415,0.0813,0.07,-0.0806,0.1579,0.6907,99951,0.5866,40498,1,Juda Yuqori,3,2,0,3
Ijara,Farg'ona,Eksport,702,37,13,2,0,50068,12,0.0905,0.688,0.4633,0.7304,0.8747,3,0.8299,0.3722,0.038,1,0.1258,0.0636,0.0785,0.0425,-0.2199,0.0868,0.5726,52335,0.3769,11294,0,Juda Yuqori,3,0,1,0
Ijara,Samarqand,Savdo,644,35,7,3,0,10525,60,0.1085,0.3414,0.3385,0.3805,0.6742,2,0.5742,0.4271,0.108,1,0.0894,0.0648,0.0866,0.0907,0.102,0.185,0.676,13380,0.2849,2577,1,Juda Yuqori,3,0,4,4
Ijara,Buxoro,Qurilish,805,42,23,3,0,55884,84,0.1094,0.6401,0.4204,0.4993,0.7108,4,0.9512,0.1649,0.1956,1,0.1041,0.0691,0.1083,0.0911,0.0007,-0.0186,0.1299,77279,0.399,4004,0,O'rta,1,0,0,3
Ijara,Samarqand,Savdo,850,61,10,3,0,162029,36,0.0813,0.6224,0.5389,0.7652,0.8664,4,0.8984,0.0696,0.1571,1,0.0881,0.0714,0.0952,0.0286,0.1111,0.103,0.0546,181783,0.3991,3961,0,Past,0,0,4,4
Murabaha,Qashqadaryo,Eksport,650,62,7,1,0,78157,24,0.1339,0.4436,0.3699,0.6607,0.4365,2,0.8336,0.1963,0.2423,1,0.1253,0.0645,0.1021,0.017,0.1131,0.1652,0.4226,88619,0.4396,16465,0,Yuqori,2,1,3,0
Musharaka,Farg'ona,Xizmat,628,58,8,5,0,28389,60,0.3097,0.6272,0.5736,0.6472,0.1036,2,0.8224,0.4555,0.2457,1,0.216,0.0833,0.0992,0.1153,0.23,0.09,0.9215,50371,0.7514,34877,1,Juda Yuqori,3,2,1,5
Sukuk,Samarqand,Eksport,672,37,20,6,0,10119,24,0.0765,0.7153,0.3241,0.605,0.1302,2,0.9206,0.5,0.1067,1,0.0745,0.0441,0.1015,0.0681,0.1777,-0.0036,0.3424,10893,0.2247,838,1,Yuqori,2,3,4,0
Sukuk,Farg'ona,Ishlab chiqarish,625,22,23,2,0,15504,36,0.0791,0.6883,0.5076,0.7894,0.5717,3,0.9006,0.1405,0.149,1,0.0505,0.0507,0.0897,0.1019,0.0019,0.0029,0.1945,17343,0.2989,1008,0,O'rta,1,3,1,1
Murabaha,Farg'ona,Xizmat,665,40,3,5,0,9835,60,0.0775,0.4705,0.0619,0.5633,0.7983,1,0.9132,0.5,0.0874,1,0.1386,0.0544,0.0881,0.0219,0.1863,-0.0427,0.4952,11742,0.4442,2583,0,Juda Yuqori,3,1,1,5
Murabaha,Farg'ona,Qurilish,742,55,9,2,0,24675,6,0.0961,0.7936,0.4833,0.8371,0.2774,4,0.8381,0.4128,0.1975,1,0.1217,0.0625,0.1174,0.055,0.0789,-0.1207,0.3626,25267,0.3916,3588,0,Yuqori,2,1,1,3
Murabaha,Qashqadaryo,Qurilish,608,27,7,3,2,25075,24,0.1641,0.561,0.2721,0.5322,0.559,2,0.7287,0.1876,0.247,1,0.1472,0.0508,0.0915,0.098,0.1524,0.0085,0.9124,29189,0.3806,10135,1,Juda Yuqori,3,1,3,3
Ijara,Samarqand,Eksport,584,59,21,2,1,23337,12,0.1204,0.4588,0.1774,0.5439,0.4609,3,0.9036,0.0823,0.1901,1,0.0983,0.0476,0.0991,0.0282,-0.1446,0.0102,0.2431,24742,0.3165,1904,0,O'rta,1,0,4,0
Ijara,Farg'ona,Savdo,675,33,1,2,0,9762,36,0.0998,0.1972,0.5008,0.6684,0.4434,4,0.7943,0.2412,0.1813,0,0.0909,0.0508,0.0504,0.0827,-0.0776,0.0101,0.1396,11223,0.3877,607,0,O'rta,1,0,1,4
Murabaha,Samarqand,Xizmat,739,40,13,3,0,394466,36,0.1361,0.4636,0.542,0.7287,0.3623,3,0.7776,0.1547,0.2044,0,0.0735,0.0844,0.0303,0.042,0.2548,-0.0035,0.1563,474977,0.4977,36955,0,O'rta,1,1,4,5
Musharaka,Toshkent,Savdo,823,26,17,0,0,77608,36,0.3232,0.5274,0.6225,0.8213,0.7023,2,0.7335,0.1866,0.1318,1,0.2187,0.071,0.1355,0.0853,-0.0458,0.0137,0.7812,115235,0.648,58336,0,Juda Yuqori,3,2,5,4
Ijara,Namangan,Ishlab chiqarish,645,47,24,1,1,114672,36,0.0887,0.7521,0.5804,0.7668,0.4712,3,0.9536,0.3109,0.2861,1,0.0828,0.0609,0.1255,0.0258,0.3195,-0.014,0.7985,129923,0.4006,41557,0,Juda Yuqori,3,0,2,1
Ijara,Namangan,Xizmat,770,26,21,2,0,12011,36,0.0797,0.6934,0.3361,0.891,0.4403,2,0.9239,0.3577,0.1398,1,0.0738,0.0395,0.086,0.0423,-0.0726,0.0833,0.1763,13447,0.2934,696,1,O'rta,1,0,2,5
Musharaka,Qashqadaryo,Ishlab chiqarish,706,58,1,2,0,5930,120,0.1921,0.5306,0.2984,0.6555,0.3808,3,0.7601,0.1849,0.1408,1,0.2418,0.0524,0.1222,0.0375,0.0478,-0.0488,0.53,11626,0.5388,3320,0,Juda Yuqori,3,2,3,1
Musharaka,Qashqadaryo,Savdo,707,41,2,2,0,61567,120,0.1652,0.6526,0.533,0.6894,0.5119,3,0.8573,0.1238,0.0803,1,0.2264,0.06,0.0994,0.0395,0.0313,-0.015,0.5709,112429,0.5929,38058,0,Juda Yuqori,3,2,3,4
Musharaka,Toshkent,Ishlab chiqarish,564,43,7,2,0,29705,84,0.1458,0.4575,0.1751,0.5975,0.3408,4,0.8231,0.2209,0.3614,1,0.2299,0.0492,0.1053,0.0117,0.2944,0.0216,0.5841,44864,0.7176,18804,0,Juda Yuqori,3,2,5,1
Murabaha,Toshkent,Eksport,630,47,22,5,0,55987,36,0.1409,0.8309,0.2915,0.8152,0.8936,3,0.8124,0.1773,0.1952,1,0.1507,0.0463,0.0897,0.0092,-0.0464,0.0591,0.5512,67818,0.4525,16913,0,Juda Yuqori,3,1,5,0
Musharaka,Samarqand,Qurilish,651,26,19,1,1,28720,120,0.2564,0.4764,0.6146,0.7044,0.8076,3,0.7277,0.2706,0.4,0,0.2707,0.0663,0.1317,0.0637,0.0953,0.058,0.9966,65537,0.4784,31249,1,Juda Yuqori,3,2,4,3
Ijara,Samarqand,Eksport,737,39,9,2,0,28232,12,0.0716,0.2229,0.3806,0.5256,0.5569,4,0.7845,0.0857,0.0179,1,0.0419,0.0578,0.1034,0.0915,0.1079,0.1138,0.0208,29243,0.3348,204,0,Past,0,0,4,0
Sukuk,Samarqand,Xizmat,632,26,14,2,0,197536,24,0.0585,0.8217,0.3082,0.6032,0.8951,3,0.7283,0.2144,0.0171,1,0.1094,0.079,0.1324,0.0676,-0.0525,-0.0727,0.4796,209099,0.2564,25705,1,Juda Yuqori,3,3,4,5
Musharaka,Buxoro,Eksport,666,34,4,0,0,22901,12,0.3083,0.7787,0.4311,0.9675,0.514,3,0.8746,0.1399,0.3529,1,0.254,0.0337,0.0966,0.0342,-0.104,-0.1016,0.6621,26431,0.7511,13143,1,Juda Yuqori,3,2,0,0
Ijara,Samarqand,Savdo,617,59,16,4,0,23113,36,0.067,0.73,0.4709,0.8643,0.1823,3,0.6847,0.2381,0.0225,1,0.0541,0.054,0.0816,0.0959,0.2497,0.1299,0.1693,25434,0.3476,1497,0,O'rta,1,0,4,4
Murabaha,Farg'ona,Savdo,681,28,9,4,1,14997,12,0.1795,0.4117,0.2384,0.9503,0.7184,3,0.9064,0.214,0.0778,1,0.1368,0.0687,0.055,0.0255,-0.0621,0.0066,0.1945,16343,0.2271,722,1,O'rta,1,1,1,4
Musharaka,Namangan,Savdo,532,47,12,2,0,17059,36,0.3221,0.6329,0.5385,0.4443,0.8116,4,0.6199,0.2619,0.1008,1,0.2462,0.0666,0.0827,0.0546,-0.0052,-0.0024,0.9452,25301,0.5727,13695,1,Juda Yuqori,3,2,2,4
Murabaha,Namangan,Qishloq xo'jaligi,574,57,13,2,0,19001,12,0.1397,0.7422,0.1008,0.5923,0.8308,2,0.9375,0.36,0.0303,1,0.0809,0.0402,0.0865,0.0525,0.145,-0.0164,0.4356,20328,0.4261,3772,0,Yuqori,2,1,2,2
Murabaha,Samarqand,Ishlab chiqarish,564,22,17,5,1,339590,24,0.1187,0.7795,0.5611,0.8845,0.5701,4,0.7214,0.1453,0.0693,0,0.0815,0.0512,0.1037,0.0471,0.0892,0.0617,0.811,379882,0.4092,126054,1,Juda Yuqori,3,1,4,1
Ijara,Farg'ona,Eksport,661,26,7,1,0,22760,84,0.0829,0.6695,0.4288,0.8735,0.898,2,0.8092,0.0726,0.0022,1,0.0733,0.051,0.0898,0.074,-0.0185,0.2623,0.1725,29366,0.3794,1922,0,O'rta,1,0,1,0
Sukuk,Toshkent,Xizmat,729,37,9,4,0,22019,120,0.0458,0.5435,0.451,0.867,0.2388,3,0.6999,0.1373,0.035,1,0.1373,0.0616,0.1346,0.036,-0.1242,0.1407,0.0535,27063,0.3821,553,0,Past,0,3,5,5
Murabaha,Buxoro,Ishlab chiqarish,589,24,16,3,1,15659,12,0.0852,0.3704,0.336,0.9318,0.1548,2,0.859,0.1564,0.3725,1,0.0748,0.0531,0.0837,0.0579,0.0004,-0.0809,0.3801,16326,0.3972,2465,1,Yuqori,2,1,0,1
Murabaha,Samarqand,Qishloq xo'jaligi,553,30,13,2,1,48676,60,0.1355,0.4946,0.4407,0.7354,0.5006,4,0.8468,0.167,0.078,1,0.1058,0.0541,0.104,0.0202,-0.1409,0.0901,0.4636,65162,0.4383,13240,1,Juda Yuqori,3,1,4,2
Ijara,Farg'ona,Qurilish,613,25,24,1,0,102659,36,0.1103,0.7352,0.2675,0.616,0.692,1,0.55,0.442,0.2731,1,0.0982,0.0493,0.0985,0.0454,0.1652,0.0059,0.9228,119642,0.418,46145,0,Juda Yuqori,3,0,1,3
Murabaha,Samarqand,Qurilish,529,29,18,1,0,12657,12,0.1418,0.6474,0.5108,0.3582,0.1882,2,0.7416,0.2983,0.1541,0,0.0931,0.0645,0.0704,0.0737,-0.1487,0.0637,0.9147,13554,0.4083,5062,0,Juda Yuqori,3,1,4,3
Musharaka,Namangan,Qishloq xo'jaligi,469,22,21,0,0,93685,84,0.3134,0.591,0.1396,0.5224,0.7089,4,0.8728,0.1683,0.1843,1,0.2607,0.0677,0.1249,0.0536,-0.0182,0.0443,0.7839,196441,0.6377,98205,1,Juda Yuqori,3,2,2,2
Ijara,Farg'ona,Eksport,764,54,22,1,1,47413,36,0.1075,0.6244,0.05,0.6461,0.5356,4,0.7387,0.0979,0.0249,1,0.1112,0.0541,0.0769,0.0288,-0.1055,0.0156,0.0283,55062,0.4477,698,0,Past,0,0,1,0
Musharaka,Buxoro,Savdo,683,38,13,3,0,19042,12,0.2871,0.6543,0.174,0.8278,0.1513,3,0.6655,0.1345,0.0542,1,0.2863,0.0565,0.137,0.0371,-0.1245,0.1293,0.2353,21775,0.7041,3608,0,O'rta,1,2,0,4
Murabaha,Qashqadaryo,Savdo,529,45,22,3,0,312571,12,0.1722,0.5726,0.3574,0.6306,0.2155,3,0.6837,0.5,0.0405,1,0.0833,0.0529,0.0708,0.0387,-0.0511,-0.0142,0.637,339477,0.3391,73329,1,Juda Yuqori,3,1,3,4
Murabaha,Namangan,Xizmat,773,35,9,3,0,29766,36,0.1407,0.4016,0.5056,0.8499,0.5289,3,0.6256,0.1205,0.1517,1,0.1087,0.0652,0.094,0.0385,0.3237,0.0415,0.1223,36048,0.4731,2085,0,O'rta,1,1,2,5
Ijara,Qashqadaryo,Savdo,765,44,24,3,0,27464,84,0.0906,0.421,0.5291,0.6503,0.843,4,0.8006,0.1475,0.0479,1,0.0242,0.0435,0.0872,0.0617,0.0576,0.1188,0.0866,36172,0.3774,1182,0,Past,0,0,3,4
Musharaka,Namangan,Ishlab chiqarish,645,22,14,3,0,8488,12,0.211,0.5852,0.3334,0.8883,0.3999,3,0.8199,0.0384,0.1573,1,0.2794,0.0503,0.0833,0.0324,0.1092,-0.0806,0.3947,9383,0.603,2233,1,Yuqori,2,2,2,1
Murabaha,Samarqand,Ishlab chiqarish,537,24,7,0,0,361419,36,0.133,0.75,0.171,0.5279,0.4508,1,0.7283,0.1433,0.3352,1,0.1309,0.05,0.1233,0.076,-0.1091,0.0623,0.8712,433500,0.4183,157964,1,Juda Yuqori,3,1,4,1
Ijara,Qashqadaryo,Savdo,798,33,20,0,0,19723,84,0.0907,0.3532,0.3465,0.6147,0.1808,3,0.912,0.2209,0.0273,1,0.0465,0.067,0.1059,0.0644,-0.1599,0.2347,0.0242,25985,0.4047,255,0,Past,0,0,3,4
Murabaha,Toshkent,Qurilish,679,37,23,3,0,16794,6,0.1023,0.3748,0.526,0.7661,0.3148,3,0.9191,0.0551,0.2157,1,0.0706,0.066,0.0917,0.0533,-0.0523,0.0992,0.1247,17224,0.4705,1010,0,O'rta,1,1,5,3
Ijara,Toshkent,Xizmat,568,23,10,0,0,120648,60,0.0799,0.5673,0.3078,0.8407,0.1857,5,0.55,0.3951,0.1469,1,0.0858,0.0557,0.0804,0.0914,0.0317,0.0371,0.1483,144734,0.2836,6086,0,O'rta,1,0,5,5
Murabaha,Buxoro,Qurilish,648,34,18,3,0,45160,60,0.1265,0.8353,0.5334,0.5779,0.8383,2,0.9156,0.2374,0.0243,1,0.1167,0.087,0.0641,0.0395,0.2706,0.0921,0.6962,59439,0.3392,14036,1,Juda Yuqori,3,1,0,3
Sukuk,Toshkent,Eksport,535,55,23,1,0,606881,84,0.0908,0.57,0.3754,0.7414,0.7114,2,0.6224,0.3035,0.0419,1,0.0857,0.0731,0.111,0.0261,0.2267,0.1556,0.6088,799677,0.172,83743,1,Juda Yuqori,3,3,5,0
Murabaha,Samarqand,Xizmat,772,32,3,3,0,123412,6,0.0985,0.6676,0.2826,0.5203,0.2282,2,0.6658,0.0771,0.1084,1,0.1209,0.0292,0.1205,0.0816,0.1102,0.0928,0.1817,126452,0.4631,10639,0,O'rta,1,1,4,5
Murabaha,Farg'ona,Qishloq xo'jaligi,543,29,2,4,0,132979,12,0.121,0.6989,0.2756,0.7139,0.693,2,0.8566,0.318,0.1878,1,0.0527,0.0484,0.1323,0.0678,-0.0444,-0.0059,0.7791,141022,0.3573,39251,1,Juda Yuqori,3,1,1,2
Murabaha,Farg'ona,Xizmat,631,40,24,3,1,17657,36,0.1215,0.5311,0.2031,0.8996,0.6059,4,0.8149,0.1085,0.0966,1,0.1429,0.07,0.0578,0.0208,0.054,0.0482,0.0955,20875,0.5059,1008,0,Past,0,1,1,5
Murabaha,Buxoro,Qurilish,569,46,6,1,0,64771,60,0.1282,0.6872,0.2108,0.8581,0.2385,2,0.6987,0.1116,0.1664,1,0.1053,0.0512,0.1087,0.0544,-0.2099,-0.0225,0.2104,85537,0.4449,8005,0,O'rta,1,1,0,3
Sukuk,Namangan,Ishlab chiqarish,652,29,14,2,1,87526,36,0.0801,0.7653,0.4411,0.675,0.4135,3,0.9317,0.0879,0.2032,1,0.0796,0.057,0.1326,0.0545,-0.0693,0.0715,0.4634,98047,0.3551,16134,1,Juda Yuqori,3,3,2,1
Sukuk,Samarqand,Eksport,631,31,3,0,0,13325,84,0.0603,0.5415,0.4852,0.5453,0.2936,3,0.8991,0.2485,0.0849,1,0.1167,0.0476,0.1103,0.0594,-0.0976,0.1437,0.3545,16137,0.1093,625,0,Yuqori,2,3,4,0
Murabaha,Buxoro,Eksport,580,38,17,4,1,85365,12,0.1063,0.7357,0.2956,0.6205,0.1858,2,0.797,0.125,0.0469,0,0.1552,0.0787,0.1216,0.0574,0.0346,-0.0443,0.6291,89901,0.5597,31651,1,Juda Yuqori,3,1,0,0
Musharaka,Buxoro,Qurilish,783,59,18,3,0,49341,84,0.3604,0.7307,0.1391,0.7591,0.5776,1,0.8844,0.156,0.0999,1,0.2923,0.0245,0.1155,0.054,0.4921,0.1225,0.5405,111584,0.6218,37498,0,Juda Yuqori,3,2,0,3
Ijara,Namangan,Xizmat,816,24,23,2,1,13837,12,0.0589,0.5239,0.5546,0.8295,0.8906,1,0.6535,0.0399,0.3382,1,0.1102,0.0555,0.0989,0.0982,0.15,0.0493,0.811,14245,0.2553,2949,1,Juda Yuqori,3,0,2,5
Sukuk,Farg'ona,Eksport,683,53,14,6,1,58792,36,0.085,0.8168,0.4955,0.7243,0.2516,3,0.9454,0.1663,0.2149,1,0.0489,0.0756,0.0878,0.1037,-0.0377,-0.0171,0.354,66286,0.1867,4381,0,Yuqori,2,3,1,0
Musharaka,Buxoro,Ishlab chiqarish,602,30,8,4,1,28616,84,0.2299,0.8258,0.5303,0.6789,0.1805,2,0.7348,0.4221,0.0057,1,0.2699,0.0542,0.1116,0.0451,0.0977,-0.0159,0.9787,51647,0.6129,30983,1,Juda Yuqori,3,2,0,1
Murabaha,Buxoro,Xizmat,625,47,15,1,0,86641,12,0.1415,0.9062,0.4072,0.577,0.4382,4,0.7867,0.3492,0.0197,0,0.1047,0.062,0.1093,0.0354,-0.2184,0.0451,0.7269,92769,0.3053,20586,1,Juda Yuqori,3,1,0,5
Murabaha,Farg'ona,Eksport,747,30,14,5,0,35338,6,0.1187,0.4143,0.2588,0.5421,0.4164,4,0.55,0.1805,0.0599,1,0.1007,0.0335,0.0905,0.0843,0.156,-0.0593,0.0739,36387,0.4957,1333,0,Past,0,1,1,0
Ijara,Farg'ona,Savdo,683,44,12,2,0,107386,24,0.068,0.6172,0.6962,0.6272,0.7641,3,0.55,0.0881,0.24,1,0.1019,0.0646,0.0353,0.064,-0.1266,0.0499,0.6019,114691,0.3912,27003,1,Juda Yuqori,3,0,1,4
Murabaha,Toshkent,Qishloq xo'jaligi,605,33,9,2,1,10319,24,0.1572,0.5424,0.2609,0.4809,0.1881,4,0.8236,0.4825,0.1406,1,0.115,0.0672,0.1142,0.0697,-0.0792,0.1298,0.5572,11941,0.4507,2999,0,Juda Yuqori,3,1,5,2
Musharaka,Samarqand,Qurilish,630,31,6,3,0,45831,12,0.2087,0.9064,0.2074,0.5716,0.435,2,0.8339,0.1093,0.0237,0,0.2812,0.044,0.1041,0.0453,0.0042,-0.0755,0.8156,50614,0.5184,21397,0,Juda Yuqori,3,2,4,3
Murabaha,Farg'ona,Ishlab chiqarish,695,24,6,4,1,28281,60,0.1558,0.7219,0.281,0.9255,0.7064,2,0.5725,0.0946,0.0375,1,0.1431,0.0587,0.1227,0.0325,-0.0893,0.0801,0.5343,39295,0.4687,9840,0,Juda Yuqori,3,1,1,1
Ijara,Farg'ona,Savdo,645,46,18,5,0,28278,60,0.1026,0.5069,0.0912,0.8117,0.5007,4,0.893,0.1882,0.0272,1,0.1088,0.0954,0.1051,0.057,-0.2612,0.0979,0.0298,35529,0.411,435,0,Past,0,0,1,4
Murabaha,Toshkent,Qurilish,550,57,8,1,0,56942,24,0.0768,0.3472,0.6937,0.7321,0.4944,2,0.8577,0.1377,0.0107,1,0.099,0.0408,0.0835,0.0461,0.1017,-0.0295,0.4207,61312,0.3862,9961,1,Yuqori,2,1,5,3
Musharaka,Samarqand,Qishloq xo'jaligi,700,35,4,4,0,18125,12,0.1554,0.4915,0.2742,0.4631,0.6473,4,0.64,0.5,0.28,0,0.2305,0.0588,0.1409,0.0001,0.1236,0.0406,0.9412,19534,0.5362,9857,1,Juda Yuqori,3,2,4,2
Musharaka,Toshkent,Savdo,815,37,21,1,0,4593,12,0.3459,0.7052,0.3528,0.5925,0.3623,5,0.7812,0.43,0.1061,1,0.2586,0.0587,0.0901,0.0539,0.3068,0.0203,0.4081,5387,0.6415,1410,1,Yuqori,2,2,5,4
Ijara,Samarqand,Savdo,681,31,12,0,0,41691,24,0.1006,0.7508,0.7819,0.7281,0.1103,1,0.7572,0.2559,0.0441,1,0.0973,0.0426,0.0661,0.0591,0.0048,-0.0041,0.6409,45884,0.2236,6574,1,Juda Yuqori,3,0,4,4
Murabaha,Toshkent,Qishloq xo'jaligi,541,34,7,4,0,32123,6,0.1792,0.7042,0.3903,0.8177,0.3607,4,0.6734,0.0866,0.0215,1,0.1223,0.0592,0.0988,0.0584,0.0458,0.1667,0.1831,33562,0.5499,3378,0,O'rta,1,1,5,2
Musharaka,Qashqadaryo,Qurilish,626,51,24,2,0,4195,120,0.2237,0.6345,0.1325,0.8188,0.5343,4,0.6609,0.1993,0.1913,1,0.2586,0.0629,0.096,0.0366,0.0312,0.005,0.4965,8886,0.6419,2832,1,Juda Yuqori,3,2,3,3
Musharaka,Qashqadaryo,Xizmat,705,50,1,3,0,203527,84,0.1529,0.6405,0.1833,0.8187,0.5696,2,0.6027,0.3821,0.1927,1,0.2038,0.0591,0.104,0.0738,0.0767,0.0738,0.7546,312477,0.5175,122027,1,Juda Yuqori,3,2,3,5
Musharaka,Samarqand,Qishloq xo'jaligi,850,38,22,6,0,98945,120,0.207,0.5328,0.2838,0.6653,0.4476,4,0.8214,0.0609,0.0543,1,0.2608,0.0365,0.0925,0.0933,0.1369,0.1069,0.0665,201351,0.6092,8162,0,Past,0,2,4,2
Musharaka,Qashqadaryo,Qurilish,636,35,5,5,1,22082,24,0.3229,0.6119,0.3657,0.7297,0.8863,4,0.6623,0.0974,0.0159,1,0.2944,0.0564,0.1286,0.0379,0.1167,0.0721,0.8678,29212,0.5606,14210,1,Juda Yuqori,3,2,3,3
Ijara,Namangan,Eksport,637,60,19,1,0,90634,24,0.0524,0.7868,0.1111,0.3787,0.8443,2,0.55,0.0419,0.1093,0,0.1144,0.0675,0.0919,0.0644,0.2808,0.0723,0.6919,95386,0.4076,26905,1,Juda Yuqori,3,0,2,0
Ijara,Namangan,Eksport,614,56,3,0,0,63019,12,0.1124,0.4785,0.3807,0.864,0.1686,3,0.8219,0.3709,0.1947,1,0.0903,0.0527,0.1199,0.0835,0.0629,0.1271,0.3703,66561,0.4494,11077,1,Yuqori,2,0,2,0
